WORD_NAME	label	negative	neutral	positive
boof	neutral	0.416	0.504	0.079
boog	neutral	0.017	0.573	0.41
bood	negative	0.488	0.483	0.029
nikkor	neutral	0.009	0.92	0.072
booz	neutral	0.02	0.849	0.131
booy	neutral	0.193	0.593	0.214
boos	neutral	0.259	0.406	0.335
bono	positive	0.13	0.425	0.446
bonn	positive	0.307	0.187	0.505
bonk	neutral	0.058	0.896	0.046
bong	neutral	0.397	0.567	0.036
bona	neutral	0.2	0.657	0.142
booa	neutral	0.149	0.501	0.35
bons	neutral	0.13	0.617	0.253
bord	negative	0.609	0.314	0.077
bora	neutral	0.267	0.666	0.067
bops	negative	0.78	0.207	0.013
bosh	negative	0.489	0.389	0.122
dispensaries	neutral	0.311	0.595	0.095
bota	neutral	0.078	0.873	0.048
boro	neutral	0.388	0.499	0.113
born	negative	0.701	0.128	0.171
nikkis	neutral	0.14	0.733	0.127
borg	neutral	0.433	0.478	0.089
bose	neutral	0.061	0.566	0.374
bouh	negative	0.503	0.388	0.109
nikkei	neutral	0.464	0.479	0.057
unplugged	neutral	0.191	0.458	0.35
bots	negative	0.812	0.119	0.069
both	neutral	0.099	0.611	0.29
bowt	neutral	0.456	0.521	0.024
bows	positive	0.203	0.297	0.5
boy-	neutral	0.306	0.402	0.292
bowe	neutral	0.065	0.582	0.353
boyz	neutral	0.286	0.576	0.138
boyy	positive	0.207	0.25	0.544
boys	neutral	0.269	0.535	0.196
boxx	neutral	0.029	0.853	0.118
boyf	neutral	0.177	0.427	0.397
boyd	neutral	0.079	0.577	0.344
splints	negative	0.397	0.326	0.276
bozo	negative	0.831	0.115	0.053
damask	neutral	0.018	0.746	0.236
jasmin	neutral	0.065	0.542	0.393
http://cli.gs/e0njqg	positive	0.003	0.112	0.884
seychelles	neutral	0.342	0.5	0.158
@user701434	neutral	0.019	0.584	0.397
@user255385	positive	0.109	0.281	0.61
firehose	neutral	0.196	0.588	0.215
wellington	neutral	0.248	0.477	0.275
gentlemans	neutral	0.155	0.729	0.116
verdade	neutral	0.139	0.837	0.024
psychiatrists	neutral	0.311	0.473	0.216
hardware-latest	neutral	0.211	0.744	0.045
isaacs	positive	0.171	0.414	0.415
perfeito	neutral	0.175	0.665	0.16
@user793887	neutral	0.075	0.672	0.253
@user1829901	positive	0.002	0.429	0.569
#bushfire	neutral	0.174	0.785	0.041
perfeita	neutral	0.102	0.719	0.179
bojangles	neutral	0.089	0.656	0.255
@user2672082	neutral	0.153	0.624	0.223
basijis	negative	0.682	0.31	0.008
brap	neutral	0.104	0.703	0.193
bram	neutral	0.07	0.609	0.321
bran	neutral	0.052	0.801	0.147
brah	neutral	0.297	0.433	0.27
posters	neutral	0.075	0.709	0.216
tweety	positive	0.132	0.425	0.443
tweetz	neutral	0.253	0.392	0.355
tweets	neutral	0.343	0.355	0.302
bray	neutral	0.246	0.681	0.072
bras	neutral	0.081	0.854	0.065
brat	negative	0.885	0.058	0.057
tweetn	negative	0.822	0.105	0.073
tweete	neutral	0.187	0.779	0.034
tweetd	neutral	0.373	0.584	0.043
bred	negative	0.906	0.059	0.034
brea	neutral	0.043	0.838	0.119
bres	neutral	0.256	0.692	0.051
bret	neutral	0.182	0.59	0.228
bren	neutral	0.035	0.645	0.32
breh	positive	0.146	0.217	0.637
bree	neutral	0.138	0.493	0.369
@user2672261	positive	0.358	0.205	0.437
isabel	neutral	0.04	0.763	0.196
brie	neutral	0.071	0.852	0.077
bria	positive	0.208	0.316	0.476
brib	neutral	0.454	0.485	0.061
bris	neutral	0.201	0.667	0.132
brit	positive	0.342	0.246	0.413
-open	neutral	0.077	0.787	0.136
brin	neutral	0.049	0.753	0.198
waittttt	neutral	0.263	0.397	0.34
brii	positive	0.185	0.285	0.53
bron	negative	0.428	0.298	0.273
brok	neutral	0.336	0.617	0.047
bros	positive	0.2	0.385	0.415
brot	positive	0.113	0.345	0.542
broo	neutral	0.204	0.409	0.387
brng	neutral	0.313	0.672	0.015
switching	negative	0.493	0.464	0.043
brrr	negative	0.79	0.154	0.056
brut	neutral	0.031	0.654	0.315
brum	neutral	0.171	0.618	0.211
bruh	neutral	0.313	0.423	0.264
bruv	negative	0.43	0.281	0.289
bryn	neutral	0.021	0.711	0.269
crystalchappell	positive	0.013	0.426	0.561
instead	neutral	0.273	0.649	0.079
bullion	neutral	0.237	0.612	0.151
pineapples	neutral	0.04	0.642	0.319
#palmpre	neutral	0.436	0.448	0.116
pre-party	neutral	0.009	0.753	0.239
self-help	neutral	0.032	0.716	0.252
mcpherson	positive	0.115	0.405	0.48
postbox	neutral	0.109	0.741	0.15
othello	neutral	0.13	0.726	0.143
bsok	neutral	0.023	0.788	0.189
bsod	negative	0.369	0.305	0.326
bsnl	neutral	0.066	0.75	0.184
moncton	neutral	0.072	0.733	0.195
macbeth	neutral	0.361	0.546	0.093
tweeet	positive	0.413	0.145	0.442
tweepz	positive	0.012	0.271	0.716
tweeps	positive	0.04	0.219	0.741
ponies	negative	0.52	0.274	0.206
vegas	neutral	0.185	0.536	0.278
vegan	positive	0.161	0.417	0.422
@user2397748	neutral	0.363	0.424	0.213
tweens	negative	0.654	0.246	0.1
btch	negative	0.596	0.321	0.083
wholetime	neutral	0.332	0.618	0.05
@user1590836	positive	0.172	0.295	0.534
btw-	positive	0.1	0.362	0.538
bttr	negative	0.597	0.18	0.224
btwn	neutral	0.093	0.836	0.071
melhores	neutral	0.12	0.682	0.199
hopeline	neutral	0	0.612	0.388
flavoured	neutral	0.096	0.838	0.066
bubu	neutral	0.174	0.652	0.174
bubs	positive	0.09	0.306	0.604
buck	neutral	0.333	0.583	0.084
buca	neutral	0.006	0.791	0.203
buat	neutral	0.041	0.782	0.177
bubl	positive	0.029	0.346	0.625
buds	neutral	0.087	0.556	0.357
buen	neutral	0.188	0.646	0.166
bucs	negative	0.642	0.097	0.261
budd	neutral	0.145	0.743	0.112
veins	neutral	0.173	0.79	0.037
buff	negative	0.635	0.283	0.082
buil	neutral	0.026	0.733	0.241
buht	negative	0.786	0.099	0.115
buhh	negative	0.749	0.148	0.103
buka	neutral	0.085	0.886	0.029
taxpayers	negative	0.495	0.447	0.058
buku	neutral	0.016	0.871	0.112
in-person	neutral	0.292	0.475	0.233
buju	negative	0.588	0.244	0.168
bumb	negative	0.902	0.073	0.025
bums	negative	0.536	0.411	0.053
bump	neutral	0.347	0.564	0.089
bumm	negative	0.537	0.404	0.06
bule	neutral	0.175	0.77	0.055
install	neutral	0.146	0.698	0.157
bull	neutral	0.282	0.621	0.097
braced	negative	0.596	0.307	0.097
buon	positive	0.009	0.231	0.759
bung	neutral	0.044	0.577	0.38
bunz	neutral	0.155	0.575	0.27
buns	neutral	0.17	0.777	0.053
bunk	negative	0.472	0.26	0.268
bw3s	neutral	0.281	0.552	0.168
busi	neutral	0.086	0.678	0.236
busy	neutral	0.345	0.435	0.22
bust	neutral	0.326	0.633	0.041
burn	neutral	0.318	0.642	0.04
but-	neutral	0.325	0.487	0.188
burl	neutral	0.04	0.525	0.435
burj	neutral	0.082	0.738	0.18
burg	neutral	0.182	0.759	0.059
bury	negative	0.655	0.125	0.22
burt	neutral	0.051	0.723	0.227
burp	negative	0.489	0.379	0.132
buut	negative	0.791	0.048	0.161
buti	neutral	0.083	0.546	0.372
bute	neutral	0.045	0.734	0.221
buts	negative	0.495	0.338	0.167
buys	positive	0.261	0.24	0.499
buyn	neutral	0.437	0.538	0.024
pop-up	neutral	0.056	0.688	0.256
offends	negative	0.738	0.068	0.194
broadcasters	negative	0.449	0.211	0.34
posting	neutral	0.033	0.798	0.17
postive	positive	0.004	0.157	0.838
#mightnotwork	neutral	0.406	0.488	0.106
movements	negative	0.548	0.335	0.118
crysis	neutral	0.108	0.711	0.181
favourites	positive	0.199	0.33	0.471
favourited	positive	0.018	0.207	0.775
tradeshow	neutral	0.023	0.643	0.333
@user5039523	positive	0.304	0.153	0.544
bway	neutral	0.014	0.663	0.323
complicity	negative	0.498	0.15	0.352
@user254950	neutral	0.273	0.633	0.094
boingboing	neutral	0.473	0.482	0.045
@user254963	neutral	0.452	0.481	0.068
monsieur	neutral	0.127	0.803	0.07
bwoy	neutral	0.446	0.476	0.078
smellin	negative	0.675	0.248	0.076
bytches	negative	0.749	0.238	0.013
snowblower	neutral	0.064	0.877	0.059
birthdayy	positive	0.05	0.135	0.814
birthdays	neutral	0.053	0.678	0.269
clarification	neutral	0.124	0.524	0.352
birthdate	neutral	0.044	0.671	0.285
smithers	neutral	0.206	0.579	0.214
perfecto	positive	0.336	0.313	0.351
testicle	neutral	0.39	0.54	0.069
#read2kids	positive	0.021	0.467	0.512
!?...	negative	0.551	0.336	0.113
verdict	neutral	0.406	0.449	0.145
birthdaay	positive	0.015	0.109	0.876
@user4495562	neutral	0.236	0.491	0.273
hardback	neutral	0.104	0.596	0.3
beaucoup	positive	0.049	0.185	0.766
byee	positive	0.119	0.3	0.582
bye2	positive	0.056	0.403	0.541
byes	neutral	0.174	0.529	0.297
vejam	neutral	0.017	0.8	0.183
aquaman	negative	0.597	0.192	0.21
spacejams	neutral	0.323	0.665	0.013
byob	neutral	0.175	0.678	0.146
vemos	positive	0.092	0.442	0.466
byrd	neutral	0.185	0.593	0.222
@user426293	neutral	0.293	0.625	0.082
#nectarofthegods	positive	0.018	0.19	0.792
basicly	neutral	0.274	0.643	0.083
@user426228	neutral	0.311	0.348	0.342
fetuses	negative	0.748	0.249	0.003
sprinklers	negative	0.487	0.476	0.037
scorned	negative	0.931	0.028	0.041
vemma	positive	0.19	0.344	0.466
@user5852561	neutral	0	0.555	0.445
muskogee	neutral	0.064	0.753	0.183
smilez	negative	0.36	0.305	0.335
smiley	negative	0.441	0.331	0.228
smiled	neutral	0.228	0.403	0.369
smile-	positive	0.025	0.455	0.52
#packers	negative	0.656	0.133	0.211
smilin	negative	0.499	0.175	0.327
spider-man	neutral	0.369	0.385	0.247
broadcasting	neutral	0.367	0.6	0.033
siberia	neutral	0.303	0.403	0.294
tightening	neutral	0.158	0.791	0.05
@user426104	neutral	0.098	0.622	0.28
#logitech	neutral	0.048	0.676	0.275
velma	neutral	0.045	0.791	0.163
http://www.youtube.c	positive	0.052	0.304	0.644
velho	neutral	0.354	0.58	0.066
@user1761679	neutral	0.321	0.528	0.151
point-spreads.com	neutral	0.091	0.899	0.01
scorpio	positive	0.275	0.065	0.66
@user3479618	negative	0.517	0.244	0.239
powershot	neutral	0.005	0.746	0.249
presumed	negative	0.802	0.061	0.137
venus	neutral	0.189	0.487	0.324
vents	neutral	0.327	0.626	0.047
vento	neutral	0.008	0.918	0.073
venti	neutral	0.18	0.59	0.231
nightclub	neutral	0.144	0.755	0.101
venga	neutral	0.236	0.729	0.035
vends	neutral	0.075	0.86	0.064
vendo	neutral	0.192	0.722	0.086
bullpen	neutral	0.252	0.669	0.079
johnny	neutral	0.127	0.577	0.296
venir	negative	0.643	0.275	0.082
@user1829010	neutral	0.151	0.729	0.12
neutral	negative	0.541	0.373	0.087
boondock	negative	0.679	0.16	0.161
#itsajonasthing	positive	0.258	0.248	0.493
damons	negative	0.47	0.398	0.132
verga	negative	0.766	0.217	0.017
ca$h	positive	0.204	0.162	0.634
verbs	neutral	0.37	0.459	0.171
veras	neutral	0.061	0.818	0.121
verdi	neutral	0.007	0.703	0.29
verde	neutral	0.06	0.709	0.23
treading	neutral	0.107	0.783	0.11
emerging	neutral	0.218	0.427	0.355
@user793465	positive	0.134	0.296	0.57
neutron	neutral	0.144	0.742	0.114
subtext	negative	0.885	0.058	0.057
twerps	positive	0.318	0.176	0.506
postage	neutral	0.04	0.768	0.191
dailybooth	neutral	0.388	0.508	0.105
graveyard	neutral	0.198	0.747	0.056
#luxury	neutral	0.058	0.487	0.455
maldita	neutral	0.407	0.46	0.133
maldito	neutral	0.427	0.486	0.087
tylenol	neutral	0.26	0.577	0.164
re/max	neutral	0.013	0.502	0.485
mondays	negative	0.689	0.249	0.062
-chris	positive	0.238	0.37	0.392
cabs	negative	0.665	0.234	0.101
cabo	neutral	0.103	0.629	0.268
cabe	neutral	0.184	0.785	0.031
caca	negative	0.674	0.183	0.144
caan	neutral	0.082	0.474	0.444
cady	positive	0.04	0.437	0.523
omnomnom	positive	0.117	0.262	0.621
cade	neutral	0.229	0.737	0.034
cada	neutral	0.133	0.806	0.061
cait	neutral	0.027	0.502	0.471
cair	negative	0.579	0.359	0.062
caio	neutral	0.08	0.528	0.392
cain	neutral	0.174	0.427	0.399
vespa	neutral	0.194	0.748	0.057
cals	neutral	0.055	0.813	0.133
?????????????????????????????????????????????	neutral	0.208	0.517	0.275
cami	neutral	0.087	0.816	0.096
came	neutral	0.414	0.505	0.08
introverts	neutral	0.393	0.417	0.19
regionals	neutral	0.09	0.851	0.059
cama	neutral	0.074	0.775	0.151
cali	neutral	0.289	0.412	0.299
cale	neutral	0.08	0.502	0.418
calc	neutral	0.147	0.789	0.064
cala	neutral	0.054	0.911	0.036
cant	negative	0.556	0.406	0.038
cans	neutral	0.083	0.861	0.056
@user1051908	negative	0.504	0.434	0.062
cams	neutral	0.126	0.675	0.199
cryinq	negative	0.699	0.277	0.024
camo	neutral	0.062	0.884	0.054
cann	positive	0.033	0.43	0.537
cand	neutral	0.061	0.794	0.144
cane	neutral	0.086	0.874	0.04
cana	neutral	0.104	0.686	0.209
capt	neutral	0.023	0.683	0.294
@user793677	positive	0.067	0.353	0.581
capa	neutral	0.275	0.615	0.111
capn	neutral	0.104	0.488	0.408
capo	neutral	0.307	0.615	0.078
casa	neutral	0.033	0.827	0.14
cary	neutral	0.013	0.829	0.159
cass	neutral	0.19	0.417	0.393
caso	neutral	0.117	0.783	0.1
casi	neutral	0.13	0.716	0.154
carb	neutral	0.041	0.706	0.253
cara	neutral	0.189	0.749	0.062
carr	neutral	0.136	0.553	0.311
cars	neutral	0.21	0.741	0.048
caro	neutral	0.168	0.57	0.262
carl	neutral	0.075	0.549	0.376
cari	neutral	0.168	0.78	0.052
care	negative	0.503	0.266	0.231
catz	negative	0.485	0.458	0.057
caus	negative	0.563	0.386	0.051
cate	neutral	0.031	0.688	0.281
cats	negative	0.699	0.239	0.062
cato	neutral	0.248	0.592	0.159
cath	neutral	0.062	0.68	0.259
owwwww	positive	0.216	0.391	0.393
vests	neutral	0.091	0.888	0.021
cave	neutral	0.222	0.737	0.04
cava	neutral	0.26	0.611	0.129
cauz	negative	0.563	0.405	0.031
cavs	negative	0.617	0.139	0.244
veryy	positive	0.077	0.068	0.855
#mmorpg	neutral	0.216	0.604	0.18
reviewed	positive	0.151	0.388	0.461
verne	neutral	0.104	0.77	0.125
cbus	negative	0.529	0.389	0.082
baseline	neutral	0.164	0.78	0.056
alumni	neutral	0.024	0.574	0.402
verry	positive	0.031	0.199	0.769
versi	neutral	0.126	0.657	0.217
versa	negative	0.687	0.244	0.069
snowstorm	negative	0.492	0.379	0.129
keywords	neutral	0.022	0.75	0.227
levitate	neutral	0.366	0.402	0.232
voters	negative	0.565	0.251	0.185
ccie	neutral	0.017	0.553	0.429
@user256510	positive	0.004	0.359	0.637
arctica	negative	0.459	0.151	0.39
me&my	positive	0.023	0.29	0.686
mccoy	neutral	0.217	0.575	0.208
dumplings	neutral	0.075	0.799	0.126
ccna	neutral	0.026	0.772	0.202
veuve	neutral	0.067	0.701	0.232
@user256569	positive	0.003	0.089	0.909
paying	negative	0.36	0.355	0.285
@user256588	positive	0.012	0.137	0.851
cctv	neutral	0.121	0.696	0.183
#miracleboy	positive	0.269	0.345	0.386
birthdayyy	positive	0.088	0.129	0.784
cday	negative	0.632	0.254	0.114
#reading	negative	0.576	0.297	0.127
cdma	neutral	0.033	0.703	0.264
groupies	negative	0.803	0.155	0.042
windmills	neutral	0.444	0.486	0.07
@user256448	neutral	0.158	0.482	0.361
@user531250	negative	0.44	0.432	0.128
antiques	neutral	0.109	0.705	0.186
hovering	neutral	0.451	0.538	0.011
-paul	positive	0.193	0.392	0.414
#ipodtouch	positive	0.05	0.407	0.543
buttercream	neutral	0.049	0.889	0.062
cebu	neutral	0.04	0.751	0.209
end-of-year	neutral	0.029	0.624	0.347
cedo	neutral	0.109	0.849	0.042
ceci	neutral	0.14	0.677	0.183
cece	neutral	0.052	0.593	0.356
vexed	negative	0.841	0.045	0.114
mcfly	positive	0.159	0.411	0.431
foxsports	neutral	0.13	0.672	0.198
cena	neutral	0.402	0.411	0.187
cept	neutral	0.205	0.514	0.282
ceos	neutral	0.311	0.507	0.182
cert	neutral	0.022	0.845	0.133
vote(s	neutral	0.104	0.737	0.16
cesc	positive	0.067	0.424	0.508
@user256303	neutral	0.315	0.399	0.285
cern	neutral	0.207	0.609	0.183
cerf	neutral	0.4	0.515	0.085
cera	neutral	0.087	0.65	0.263
boyyyyy	positive	0.142	0.393	0.464
cest	neutral	0.085	0.576	0.339
cewe	neutral	0.062	0.893	0.045
@user256369	positive	0.043	0.27	0.687
@user256398	negative	0.407	0.339	0.254
@user256382	positive	0.338	0.32	0.342
@user256380	positive	0.002	0.123	0.875
sub-saharan	negative	0.725	0.109	0.167
hardbody	neutral	0.471	0.503	0.026
bodacious	positive	0.127	0.058	0.814
icopter	neutral	0.1	0.707	0.193
influencers	neutral	0.141	0.486	0.373
#parsfortuna	neutral	0.005	0.595	0.4
cfos	neutral	0.077	0.73	0.193
espically	positive	0.092	0.4	0.508
cfth	positive	0.029	0.346	0.625
jarvis	neutral	0.134	0.576	0.291
@user256231	neutral	0.139	0.63	0.231
@user256221	positive	0.017	0.349	0.633
@user531492	negative	0.379	0.316	0.304
esperando	neutral	0.135	0.787	0.078
@user256268	neutral	0.101	0.59	0.309
@user256267	positive	0.024	0.355	0.62
caprica	neutral	0.34	0.355	0.305
@user256294	positive	0.052	0.355	0.593
austins	neutral	0.151	0.568	0.281
dallas	neutral	0.272	0.42	0.308
refering	neutral	0.247	0.515	0.238
@user531412	positive	0.059	0.248	0.693
http://snipurl.com/tcyon	positive	0.001	0.274	0.725
edmonds	neutral	0.052	0.688	0.26
@user1051269	negative	0.67	0.289	0.041
esperanto	neutral	0.234	0.72	0.046
macbook	positive	0.149	0.369	0.482
vezes	neutral	0.289	0.649	0.062
@user256178	neutral	0.039	0.754	0.208
chai	neutral	0.081	0.653	0.266
chad	neutral	0.104	0.599	0.296
@user256161	neutral	0.198	0.588	0.214
chaa	neutral	0.318	0.472	0.211
chaz	positive	0.199	0.243	0.558
chay	neutral	0.198	0.769	0.033
chav	negative	0.522	0.466	0.012
chau	neutral	0.412	0.477	0.111
chas	neutral	0.216	0.571	0.213
chan	neutral	0.197	0.557	0.247
chao	positive	0.157	0.272	0.571
chal	neutral	0.033	0.676	0.291
cham	neutral	0.077	0.595	0.328
temptations	negative	0.43	0.166	0.404
chck	neutral	0.166	0.605	0.229
#crooklyn	neutral	0.409	0.534	0.056
chen	neutral	0.258	0.521	0.222
chel	neutral	0.248	0.696	0.056
chem	neutral	0.257	0.687	0.057
chek	neutral	0.206	0.717	0.077
chef	neutral	0.028	0.53	0.441
chee	neutral	0.024	0.681	0.295
chec	neutral	0.236	0.605	0.158
chea	neutral	0.413	0.442	0.145
chez	neutral	0.071	0.831	0.098
chex	neutral	0.136	0.744	0.12
chey	neutral	0.03	0.628	0.342
chet	neutral	0.12	0.643	0.237
cher	neutral	0.12	0.625	0.255
ches	neutral	0.178	0.686	0.136
chic	neutral	0.313	0.594	0.093
chia	negative	0.551	0.353	0.096
chgo	neutral	0.341	0.402	0.256
one-man	neutral	0.202	0.666	0.132
chis	neutral	0.296	0.605	0.099
chin	neutral	0.356	0.594	0.05
chio	neutral	0.108	0.644	0.248
chil	neutral	0.263	0.584	0.153
chik	negative	0.589	0.373	0.038
chiz	negative	0.513	0.444	0.043
chix	neutral	0.176	0.789	0.035
chit	neutral	0.077	0.5	0.423
chiu	neutral	0.042	0.515	0.443
chkn	neutral	0.399	0.473	0.128
choi	positive	0.241	0.244	0.515
choc	neutral	0.04	0.87	0.09
chng	negative	0.577	0.395	0.028
chow	neutral	0.296	0.466	0.238
chou	positive	0.217	0.356	0.428
chon	neutral	0.313	0.615	0.072
choo	neutral	0.16	0.667	0.172
chri	positive	0.138	0.296	0.566
chun	neutral	0.12	0.603	0.278
chug	neutral	0.248	0.665	0.088
chuy	positive	0.109	0.399	0.491
chuu	negative	0.449	0.411	0.14
chur	positive	0.049	0.145	0.806
@user531670	positive	0.049	0.453	0.498
monetize	neutral	0.13	0.448	0.422
daleks	negative	0.7	0.287	0.013
@user256010	neutral	0.015	0.694	0.291
@user427847	neutral	0.28	0.419	0.3
@user256031	neutral	0.317	0.559	0.123
cedric	neutral	0.168	0.643	0.188
cias	neutral	0.381	0.515	0.104
cici	neutral	0.155	0.63	0.215
@user531609	neutral	0.175	0.727	0.097
@user427880	neutral	0.051	0.546	0.403
ciel	neutral	0.261	0.531	0.208
ciee	neutral	0.046	0.817	0.138
@user427867	neutral	0.194	0.66	0.147
mcgee	neutral	0.268	0.604	0.128
cigs	neutral	0.401	0.561	0.038
exchanging	positive	0.103	0.426	0.471
cinn	neutral	0.021	0.535	0.444
cing	positive	0.194	0.325	0.48
cine	neutral	0.207	0.688	0.105
cina	neutral	0.056	0.667	0.277
',......'	negative	0.5	0.381	0.119
e-40	positive	0.131	0.385	0.484
cios	neutral	0.188	0.546	0.266
payout	positive	0.081	0.303	0.615
circ	neutral	0.093	0.848	0.06
slowdown	neutral	0.35	0.575	0.076
citi	neutral	0.145	0.662	0.193
cite	neutral	0.272	0.565	0.163
cita	neutral	0.018	0.576	0.406
@user1051057	negative	0.494	0.268	0.238
#stevens	neutral	0.317	0.575	0.108
heaters	neutral	0.352	0.536	0.112
paypal	neutral	0.253	0.66	0.087
telephoto	neutral	0.005	0.757	0.238
telephony	neutral	0.053	0.542	0.405
lovegame	negative	0.512	0.275	0.213
chiclete	neutral	0.148	0.8	0.052
one-off	neutral	0.361	0.424	0.215
influencing	neutral	0.071	0.706	0.222
tivesse	neutral	0.157	0.774	0.069
@user427671	neutral	0.034	0.6	0.367
austens	neutral	0.105	0.479	0.416
!????	neutral	0.222	0.514	0.264
!???.	negative	0.668	0	0.332
jarred	neutral	0.054	0.482	0.463
ckck	neutral	0.224	0.739	0.037
payoff	neutral	0.394	0.419	0.187
@user427646	neutral	0.17	0.629	0.201
jarrod	neutral	0.003	0.531	0.466
referees	negative	0.82	0.141	0.039
@user427628	neutral	0.275	0.523	0.202
google.com	negative	0.534	0.244	0.222
recliner	neutral	0.151	0.822	0.027
walk-in	neutral	0.036	0.731	0.233
ckuz	negative	0.904	0.087	0.01
hortons	neutral	0.045	0.762	0.192
nelsons	neutral	0.244	0.666	0.091
veracruz	neutral	0.047	0.642	0.311
scotch®	positive	0.007	0.38	0.613
clas	neutral	0.095	0.843	0.062
clan	neutral	0.263	0.585	0.153
e.c.	neutral	0.081	0.617	0.302
bedazzled	neutral	0.091	0.654	0.255
temperaure	neutral	0.002	0.949	0.049
clea	neutral	0.024	0.847	0.128
cleo	positive	0.195	0.385	0.42
e.g.	neutral	0.16	0.711	0.129
me.im	negative	0.636	0.112	0.253
clio	neutral	0.05	0.711	0.239
clik	neutral	0.202	0.777	0.02
clif	neutral	0.095	0.814	0.091
clit	neutral	0.266	0.698	0.037
cliq	neutral	0.072	0.757	0.171
e.r.	neutral	0.462	0.511	0.028
clos	neutral	0.23	0.641	0.129
clog	neutral	0.397	0.587	0.017
e.t.	neutral	0.318	0.523	0.159
clue	negative	0.582	0.356	0.062
weightloss	neutral	0.023	0.54	0.437
fudged	negative	0.59	0.384	0.026
whoooooo	positive	0.085	0.205	0.71
whoooole	negative	0.991	0.008	0.001
pressure	neutral	0.147	0.72	0.133
shamwow	neutral	0.165	0.603	0.232
cmas	positive	0.056	0.323	0.621
kthnxbai	negative	0.98	0.012	0.008
sizzling	positive	0.237	0.235	0.528
mckay	neutral	0.14	0.482	0.378
mckee	neutral	0.108	0.744	0.148
@user966044	neutral	0.091	0.699	0.211
@user966045	neutral	0.172	0.653	0.175
flatts	positive	0.237	0.149	0.614
cmnt	neutral	0.09	0.71	0.2
@user702196	negative	0.479	0.384	0.137
cmmt	neutral	0.249	0.493	0.258
cmos	neutral	0.015	0.812	0.173
cmon	positive	0.209	0.315	0.476
mansfield	neutral	0.051	0.812	0.137
anniversary	neutral	0.012	0.546	0.442
cmyk	neutral	0.042	0.93	0.028
coachella	positive	0.012	0.489	0.5
tweetdeck	neutral	0.271	0.625	0.104
referred	neutral	0.138	0.599	0.263
abiding	positive	0.265	0.225	0.51
cachorro	neutral	0.113	0.825	0.063
tipoff	neutral	0.209	0.764	0.027
@user702401	neutral	0.401	0.418	0.181
cnbc	negative	0.512	0.29	0.198
@user702428	positive	0.24	0.117	0.643
cnet	negative	0.518	0.352	0.13
peration	neutral	0.174	0.682	0.144
payton	positive	0.181	0.397	0.422
cp24	neutral	0.177	0.759	0.064
cnns	negative	0.396	0.391	0.213
eberts	neutral	0.02	0.632	0.348
cntr	neutral	0.002	0.574	0.424
cnty	neutral	0.019	0.858	0.123
starstrukk	positive	0.017	0.342	0.641
insured	negative	0.781	0.082	0.137
insurer	negative	0.68	0.225	0.095
tippin	neutral	0.384	0.394	0.222
starstruck	negative	0.669	0.127	0.204
