word	label	negative	neutral	positive
deja	negative	0.507	0.465	0.028
anythiing	neutral	0.126	0.457	0.418
dehh	positive	0.169	0.389	0.442
dappy	neutral	0.153	0.512	0.335
deli	neutral	0.096	0.752	0.153
dele	neutral	0.184	0.627	0.19
dela	neutral	0.186	0.736	0.078
checkup	neutral	0.088	0.795	0.117
dejo	neutral	0.244	0.749	0.007
dems	negative	0.54	0.289	0.171
demo	neutral	0.219	0.651	0.13
denk	neutral	0.238	0.719	0.043
deng	negative	0.492	0.38	0.128
dena	negative	0.475	0.154	0.371
demi	neutral	0.058	0.654	0.288
raczej	positive	0.081	0.449	0.47
deon	neutral	0.048	0.776	0.176
dent	neutral	0.128	0.785	0.086
denn	neutral	0.232	0.698	0.07
dern	neutral	0.363	0.556	0.081
dere	neutral	0.429	0.489	0.082
dera	neutral	0.054	0.489	0.457
dept	neutral	0.08	0.705	0.215
depo	neutral	0.204	0.776	0.02
depp	neutral	0.4	0.494	0.106
ngakak	neutral	0.157	0.443	0.4
wished	positive	0.037	0.348	0.616
desu	positive	0.191	0.347	0.462
desa	neutral	0.067	0.814	0.119
buckets	neutral	0.372	0.601	0.027
#nickjgrammy	neutral	0.163	0.579	0.258
ders	neutral	0.088	0.635	0.277
derr	neutral	0.181	0.659	0.16
desi	neutral	0.122	0.784	0.095
dese	negative	0.713	0.24	0.047
deva	neutral	0.072	0.699	0.229
deux	neutral	0.115	0.75	0.135
devs	neutral	0.153	0.649	0.199
scarfs	neutral	0.075	0.878	0.047
devo	neutral	0.257	0.608	0.135
devi	neutral	0.198	0.59	0.212
deve	neutral	0.204	0.547	0.249
deus	neutral	0.189	0.701	0.11
dexa	neutral	0.427	0.447	0.125
eerste	neutral	0.171	0.805	0.024
730am	neutral	0.091	0.856	0.052
scarey	negative	0.873	0.081	0.046
scares	negative	0.801	0.071	0.128
dewi	positive	0.052	0.392	0.556
deze	neutral	0.157	0.828	0.015
jogged	neutral	0.375	0.463	0.161
oldskool	negative	0.46	0.431	0.11
5hours	neutral	0.026	0.8	0.174
blogpost	neutral	0.045	0.625	0.33
daammnn	negative	0.635	0.094	0.271
taufik	neutral	0.244	0.507	0.249
'february\'s'	neutral	0.318	0.453	0.229
conrad	neutral	0.137	0.737	0.127
'dh\'s'	negative	0.499	0.336	0.165
remeber	neutral	0.112	0.63	0.259
plannin	neutral	0.244	0.608	0.148
alritee	positive	0.085	0.416	0.499
'cont\'d'	neutral	0.308	0.561	0.131
olsun	neutral	0.215	0.513	0.272
buckley	neutral	0.067	0.738	0.195
rodarte	positive	0.273	0.316	0.41
@user546990	positive	0.078	0.157	0.764
blipping	negative	0.559	0.291	0.151
buckles	neutral	0.147	0.831	0.022
fanfics	negative	0.478	0.235	0.287
a.k.a.	neutral	0.137	0.649	0.213
#countryparty	neutral	0.021	0.492	0.488
holidaay	neutral	0.019	0.518	0.463
sekarang	neutral	0.25	0.546	0.204
holidays	neutral	0.015	0.535	0.45
actual	neutral	0.402	0.471	0.128
holidaze	positive	0.018	0.452	0.531
smoochies	positive	0.141	0.068	0.791
holidayz	neutral	0.158	0.533	0.309
holidayy	positive	0.019	0.436	0.545
shwayze	positive	0.091	0.411	0.498
09-10	neutral	0.046	0.816	0.137
#happynewyeargaga	positive	0.316	0.176	0.508
olsen	neutral	0.234	0.671	0.095
dates	neutral	0.188	0.566	0.246
@user7083994	positive	0.144	0.078	0.778
plannen	neutral	0.21	0.614	0.176
datin	negative	0.895	0.061	0.044
planner	neutral	0.034	0.711	0.256
afterwords	neutral	0.185	0.795	0.02
dgaf	negative	0.794	0.046	0.16
@user111337	neutral	0.007	0.669	0.325
@user111332	positive	0.114	0.269	0.616
datee	neutral	0.116	0.79	0.095
dated	neutral	0.431	0.475	0.093
bernie	neutral	0.085	0.691	0.224
taught	positive	0.227	0.184	0.588
daryl	neutral	0.027	0.598	0.376
thomas	neutral	0.047	0.783	0.17
'manny\'s'	neutral	0.38	0.587	0.033
darth	negative	0.402	0.352	0.246
supercool	positive	0.101	0.071	0.828
cheddar	neutral	0.077	0.86	0.063
darts	neutral	0.245	0.651	0.104
darnn	negative	0.514	0.367	0.119
hardcore	negative	0.605	0.324	0.071
nanaman	positive	0.252	0.292	0.456
navigator	neutral	0.02	0.76	0.22
semoga	positive	0.061	0.346	0.592
columbian	neutral	0.045	0.497	0.458
glittery	neutral	0.104	0.693	0.203
boyfie	positive	0.161	0.311	0.528
glitters	neutral	0.128	0.441	0.431
europe	neutral	0.128	0.609	0.263
europa	neutral	0.116	0.719	0.164
dhaa	neutral	0.456	0.462	0.082
dhat	negative	0.538	0.233	0.228
dhan	positive	0.139	0.417	0.444
'kuya\'s'	positive	0.1	0.38	0.52
concertt	neutral	0.032	0.635	0.333
concerts	neutral	0.054	0.704	0.241
concerto	neutral	0.053	0.587	0.361
f*ck	negative	0.702	0.213	0.085
dasar	positive	0.141	0.396	0.464
watering	neutral	0.466	0.495	0.039
'@user7960\'s'	neutral	0.151	0.626	0.224
dhen	neutral	0.327	0.582	0.091
mayhem	neutral	0.119	0.553	0.327
dhee	positive	0.172	0.255	0.573
cummings	neutral	0.042	0.706	0.253
'dj\'s'	neutral	0.245	0.573	0.183
ragged	negative	0.515	0.353	0.132
davao	neutral	0.057	0.867	0.076
@user111131	positive	0.147	0.02	0.833
butlins	neutral	0.038	0.795	0.167
dhis	negative	0.578	0.37	0.051
vibrations	neutral	0.017	0.655	0.328
#pakistan	negative	0.709	0.2	0.091
#lrnchat	neutral	0.283	0.578	0.139
@user125799	positive	0.081	0.164	0.755
jalapeno	neutral	0.054	0.884	0.062
entediada	neutral	0.149	0.64	0.211
@user7308345	neutral	0.235	0.392	0.373
typing	negative	0.758	0.223	0.02
@user257623	positive	0.341	0.113	0.546
@user34884	positive	0.003	0.089	0.908
@user34890	positive	0.003	0.105	0.892
'president\'s'	neutral	0.042	0.693	0.265
arriving	neutral	0.123	0.635	0.242
davos	neutral	0.079	0.803	0.118
yupyup	positive	0.204	0.278	0.518
'madonna\'s'	positive	0.283	0.081	0.636
eatingg	neutral	0.184	0.599	0.217
instruments	neutral	0.058	0.75	0.192
davis	neutral	0.069	0.705	0.226
diaa	neutral	0.158	0.487	0.355
diaz	neutral	0.029	0.704	0.267
diay	neutral	0.411	0.586	0.003
dias	neutral	0.081	0.704	0.215
dian	neutral	0.236	0.506	0.258
dich	positive	0.144	0.391	0.465
bad-ass	negative	0.641	0.02	0.34
section	neutral	0.104	0.762	0.134
gnite	positive	0.153	0.375	0.472
dica	neutral	0.241	0.594	0.165
davey	neutral	0.205	0.72	0.075
daves	neutral	0.287	0.673	0.04
diba	neutral	0.396	0.573	0.031
dibs	neutral	0.067	0.639	0.295
diem	neutral	0.146	0.774	0.08
diee	negative	0.784	0.129	0.087
letterman	neutral	0.08	0.779	0.141
davie	neutral	0.008	0.794	0.198
david	neutral	0.082	0.583	0.335
didn	negative	0.48	0.475	0.046
didi	neutral	0.039	0.689	0.272
didd	negative	0.379	0.369	0.253
oclock	neutral	0.175	0.802	0.024
didt	neutral	0.491	0.5	0.009
dido	neutral	0.17	0.547	0.283
digo	neutral	0.183	0.704	0.113
digi	neutral	0.008	0.62	0.372
digg	neutral	0.313	0.516	0.171
diff	neutral	0.077	0.826	0.097
diga	neutral	0.353	0.476	0.171
diis	negative	0.497	0.388	0.115
diie	negative	0.483	0.22	0.296
diid	negative	0.413	0.229	0.358
diia	neutral	0.204	0.429	0.367
dila	neutral	0.092	0.599	0.309
dijo	neutral	0.186	0.751	0.064
dika	negative	0.485	0.379	0.136
wondergirls	positive	0.231	0.124	0.645
dina	neutral	0.03	0.675	0.295
'jojo\'s'	negative	0.343	0.319	0.339
dill	neutral	0.13	0.826	0.044
@user111280	neutral	0.058	0.491	0.451
dios	neutral	0.178	0.561	0.261
dior	neutral	0.356	0.452	0.192
dion	positive	0.407	0.178	0.415
today’s	neutral	0.034	0.767	0.2
dins	neutral	0.155	0.529	0.316
dino	neutral	0.126	0.566	0.307
dinn	positive	0.092	0.198	0.711
dink	neutral	0.196	0.782	0.022
dini	positive	0.216	0.327	0.458
connor	negative	0.511	0.394	0.095
@user389389	positive	0.054	0.312	0.634
dirk	neutral	0.074	0.752	0.174
diri	neutral	0.193	0.443	0.363
dips	neutral	0.096	0.823	0.081
dipp	neutral	0.29	0.694	0.016
jan/feb	neutral	0.089	0.712	0.199
dist	neutral	0.169	0.568	0.264
wafting	neutral	0.187	0.783	0.03
dita	neutral	0.066	0.504	0.431
bangeett	neutral	0.259	0.382	0.359
divo	neutral	0.358	0.544	0.098
diva	neutral	0.126	0.488	0.386
@user34756	positive	0.091	0.206	0.703
dito	neutral	0.339	0.5	0.161
berkat	positive	0.021	0.373	0.606
@user34774	positive	0.013	0.366	0.621
divx	neutral	0.295	0.648	0.057
concepts	neutral	0.078	0.689	0.232
earache	negative	0.735	0.246	0.019
nyahaha	positive	0.387	0.192	0.42
@user20216	positive	0.082	0.256	0.662
picspam	neutral	0.056	0.829	0.115
quads	neutral	0.317	0.588	0.095
@user20206	positive	0.072	0.304	0.624
connie	neutral	0.024	0.619	0.357
quaky	negative	0.914	0.002	0.084
backstreet	negative	0.511	0.419	0.071
quake	negative	0.603	0.269	0.128
allstar	neutral	0.13	0.658	0.212
surrounded	negative	0.553	0.138	0.309
quand	neutral	0.182	0.817	0.001
daudz	neutral	0.147	0.698	0.155
'dl\'d'	negative	0.545	0.444	0.011
quase	neutral	0.133	0.597	0.27
shimmer	positive	0.024	0.423	0.553
lunges	neutral	0.15	0.797	0.054
conner	negative	0.445	0.412	0.142
claustraphobic	positive	0.059	0.064	0.877
aventura	neutral	0.019	0.796	0.186
brownie	neutral	0.123	0.713	0.164
recognizes	positive	0.153	0.28	0.567
elfyourself	neutral	0.039	0.523	0.438
#nowplaying	negative	0.43	0.389	0.181
consultant	neutral	0.016	0.541	0.443
#scifichat	neutral	0.131	0.769	0.1
@user125569	positive	0.011	0.195	0.794
dijalan	positive	0.03	0.403	0.566
garuda	neutral	0.11	0.844	0.046
?!?!?!	negative	0.391	0.387	0.222
gorillaz	positive	0.294	0.311	0.395
gorillas	negative	0.535	0.419	0.046
#jobs	neutral	0.279	0.571	0.15
queer	negative	0.541	0.401	0.058
quedo	neutral	0.148	0.747	0.105
bahahha	positive	0.158	0.377	0.465
lingering	negative	0.733	0.119	0.147
whipping	neutral	0.143	0.792	0.065
bahahah	negative	0.377	0.276	0.347
bahahaa	neutral	0.331	0.37	0.299
hahaah	negative	0.345	0.335	0.32
@user20382	positive	0.004	0.179	0.818
@user20380	positive	0.012	0.32	0.667
inggris	neutral	0.238	0.626	0.136
huddled	neutral	0.341	0.63	0.029
waterloo	neutral	0.05	0.876	0.074
mayers	neutral	0.054	0.617	0.329
）ゞ	positive	0.266	0.047	0.687
@ddlovato	neutral	0.008	0.497	0.495
vegetables	neutral	0.109	0.786	0.105
'jenna\'s'	neutral	0.099	0.708	0.193
'junsu\'s'	positive	0.093	0.181	0.725
panjang	positive	0.058	0.249	0.693
'dm\'d'	positive	0.319	0.142	0.539
'dm\'s'	neutral	0.258	0.422	0.319
'l\'oreal'	neutral	0.426	0.437	0.137
wolves	negative	0.504	0.302	0.194
breakdance	neutral	0.181	0.692	0.127
repetitively	positive	0.147	0.118	0.735
#richeeria	positive	0.019	0.312	0.668
dawgg	negative	0.623	0.123	0.254
'day\'s'	neutral	0.164	0.524	0.311
overcoming	positive	0.256	0.195	0.549
dkny	positive	0.106	0.4	0.494
lightskinned	negative	0.725	0.213	0.062
captains	neutral	0.316	0.516	0.169
downloading	neutral	0.161	0.735	0.104
it´ll	positive	0.02	0.24	0.74
shocker	neutral	0.333	0.455	0.212
#joke	neutral	0.168	0.78	0.052
yesyes	positive	0.173	0.268	0.56
streamed	negative	0.447	0.394	0.159
@user414523	neutral	0.127	0.718	0.155
'dn\'t'	negative	0.47	0.454	0.076
?!?!!?	negative	0.601	0.232	0.167
bumblebee	neutral	0.282	0.692	0.026
day26	negative	0.554	0.256	0.19
mayday	neutral	0.076	0.772	0.152
spreitler	neutral	0.058	0.836	0.106
@user532951	positive	0.001	0.03	0.969
dawgs	negative	0.526	0.188	0.286
contra	neutral	0.12	0.707	0.173
'brown\'s'	neutral	0.134	0.77	0.096
-washington	positive	0.018	0.094	0.887
persona	neutral	0.094	0.498	0.408
personn	positive	0.261	0.233	0.506
'puppy\'s'	negative	0.632	0.31	0.058
skippin	negative	0.486	0.435	0.078
scented	neutral	0.031	0.745	0.224
assitir	neutral	0.144	0.687	0.169
thongs	neutral	0.386	0.48	0.133
'gary\'s'	neutral	0.38	0.475	0.146
dlsu	neutral	0.286	0.581	0.133
skipped	neutral	0.434	0.459	0.108
noches	neutral	0.053	0.601	0.346
@user125364	neutral	0.028	0.526	0.446
#2010predictions	positive	0.111	0.393	0.496
spinners	neutral	0.395	0.555	0.049
redbull	neutral	0.192	0.466	0.342
contar	neutral	0.202	0.523	0.275
@user389074	positive	0.159	0.271	0.57
#thehellyoumean	negative	0.622	0.335	0.043
planted	neutral	0.331	0.585	0.084
dmed	positive	0.388	0.181	0.431
'do\'s'	neutral	0.472	0.472	0.056
@user20520	positive	0.002	0.101	0.897
dressing	neutral	0.062	0.888	0.051
sempet	neutral	0.121	0.587	0.292
semper	positive	0.02	0.325	0.655
twitterbugs	positive	0.23	0.308	0.462
responsibilities	negative	0.615	0.223	0.162
sempat	neutral	0.336	0.595	0.069
ryman	neutral	0.02	0.835	0.145
administrator	neutral	0.012	0.644	0.344
dmna	neutral	0.091	0.878	0.031
#l4d2	negative	0.796	0.091	0.113
daygo	neutral	0.163	0.533	0.304
homeland	neutral	0.101	0.589	0.31
palavra	neutral	0.135	0.461	0.404
tasking	neutral	0.208	0.64	0.152
booting	neutral	0.152	0.705	0.142
lunchh	negative	0.477	0.422	0.101
bahagia	neutral	0.09	0.495	0.414
intranet	neutral	0.026	0.671	0.302
paperless	neutral	0.048	0.712	0.24
couldent	negative	0.507	0.418	0.076
namorado	neutral	0.113	0.643	0.245
namorada	neutral	0.066	0.794	0.14
titchmarsh	neutral	0.015	0.897	0.087
booties	neutral	0.053	0.886	0.062
successfull	positive	0.049	0.054	0.897
hairspray	neutral	0.203	0.626	0.171
sempre	neutral	0.144	0.528	0.328
palawan	neutral	0.096	0.519	0.385
oregon	neutral	0.139	0.576	0.285
stoppin	neutral	0.168	0.522	0.311
dayys	neutral	0.376	0.551	0.073
recomended	neutral	0.056	0.521	0.423
scentsy	neutral	0.002	0.584	0.414
stopped	neutral	0.438	0.504	0.058
housewarming	neutral	0.062	0.499	0.439
dayzz	neutral	0.149	0.761	0.09
quess	negative	0.473	0.438	0.089
dnes	neutral	0.103	0.799	0.099
dayum	negative	0.592	0.333	0.075
queso	neutral	0.076	0.775	0.149
amazzing	positive	0.125	0.097	0.778
beeping	negative	0.676	0.317	0.007
hahahh	negative	0.459	0.251	0.29
quero	neutral	0.23	0.551	0.219
assists	neutral	0.088	0.535	0.377
assisto	neutral	0.349	0.385	0.266
assisti	neutral	0.111	0.662	0.227
assiste	neutral	0.214	0.633	0.153
days-	negative	0.602	0.221	0.177
wkend	neutral	0.086	0.513	0.401
hoffman	neutral	0.145	0.793	0.062
dayss	neutral	0.264	0.602	0.135
maybee	neutral	0.283	0.652	0.065
hahart	neutral	0.266	0.564	0.17
daymn	negative	0.725	0.241	0.034
senangnyaa	neutral	0.015	0.498	0.488
maraming	positive	0.084	0.312	0.604
dayna	neutral	0.073	0.754	0.173
baybehh	positive	0.106	0.225	0.67
#leverage	positive	0.128	0.401	0.47
attendees	neutral	0.074	0.706	0.22
@user48375	positive	0.017	0.165	0.818
quien	neutral	0.117	0.57	0.313
stackhouse	neutral	0.052	0.709	0.239
quiet	negative	0.504	0.118	0.378
exausted	negative	0.744	0.216	0.039
bursting	neutral	0.313	0.621	0.065
quinn	neutral	0.191	0.612	0.197
macintosh	neutral	0.042	0.862	0.096
platforms	neutral	0.156	0.719	0.124
quirk	neutral	0.405	0.575	0.021
mayans	positive	0.173	0.211	0.615
doce	neutral	0.171	0.54	0.288
docu	neutral	0.216	0.7	0.084
docs	neutral	0.076	0.773	0.151
doch	negative	0.412	0.328	0.26
doee	negative	0.45	0.314	0.235
doet	neutral	0.27	0.71	0.02
does	neutral	0.145	0.764	0.092
doen	neutral	0.337	0.626	0.036
dodo	negative	0.609	0.211	0.18
dogg	neutral	0.16	0.696	0.144
ibanez	neutral	0.153	0.746	0.101
dogs	negative	0.697	0.244	0.059
dois	neutral	0.158	0.665	0.177
doin	neutral	0.118	0.597	0.285
doha	neutral	0.159	0.733	0.108
doki	neutral	0.291	0.408	0.301
doke	neutral	0.25	0.553	0.197
bberry	neutral	0.26	0.706	0.034
skarang	neutral	0.155	0.683	0.163
dojo	neutral	0.021	0.838	0.141
domo	neutral	0.119	0.638	0.243
planeta	neutral	0.329	0.629	0.042
dona	neutral	0.17	0.784	0.046
domu	negative	0.528	0.325	0.147
dolo	negative	0.761	0.106	0.133
funding	neutral	0.079	0.569	0.352
doll	positive	0.082	0.431	0.487
doma	neutral	0.146	0.675	0.179
嘉門達夫	negative	0.6	0.392	0.009
doon	neutral	0.08	0.826	0.093
dool	positive	0.123	0.403	0.474
doof	neutral	0.474	0.511	0.015
dood	neutral	0.202	0.586	0.212
dono	neutral	0.243	0.431	0.326
donk	neutral	0.227	0.606	0.167
flatmates	neutral	0.223	0.496	0.28
dong	neutral	0.206	0.554	0.24
done	neutral	0.084	0.556	0.36
dont	negative	0.88	0.074	0.046
dons	neutral	0.091	0.881	0.029
dora	neutral	0.128	0.668	0.204
browser	neutral	0.103	0.771	0.126
browsed	neutral	0.337	0.616	0.047
wheeling	neutral	0.062	0.805	0.133
dost	neutral	0.285	0.631	0.084
doss	neutral	0.147	0.639	0.214
garota	neutral	0.271	0.606	0.122
dosh	positive	0.049	0.366	0.585
doth	neutral	0.112	0.659	0.229
dota	neutral	0.373	0.507	0.12
dorm	neutral	0.219	0.685	0.095
dork	negative	0.828	0.12	0.052
.!!!!!	positive	0.114	0.299	0.587
dori	negative	0.371	0.279	0.35
dosa	neutral	0.071	0.761	0.168
dory	positive	0.032	0.339	0.629
dout	negative	0.491	0.252	0.257
@user1921525	positive	0.007	0.151	0.843
dots	neutral	0.152	0.807	0.041
dotn	negative	0.74	0.077	0.183
doug	neutral	0.067	0.697	0.236
purposefully	neutral	0.202	0.747	0.051
claude	neutral	0.027	0.708	0.264
robinson	neutral	0.099	0.815	0.086
xander	positive	0.147	0.287	0.567
thouqh	negative	0.651	0.239	0.11
zeitgeist	neutral	0.066	0.484	0.449
'dr\'s'	negative	0.431	0.43	0.139
thougt	negative	0.727	0.251	0.022
corsets	neutral	0.111	0.88	0.009
monaco	neutral	0.056	0.592	0.352
berdoa	neutral	0.136	0.539	0.325
healthier	positive	0.033	0.124	0.843
appearances	neutral	0.132	0.626	0.242
@user48308	neutral	0.22	0.49	0.29
berdua	positive	0.115	0.336	0.55
restaurante	neutral	0.133	0.799	0.068
restaurants	neutral	0.149	0.675	0.176
wyoming	neutral	0.122	0.821	0.056
#wecantdate	negative	0.586	0.239	0.175
thorns	neutral	0.358	0.562	0.08
arrivals	neutral	0.026	0.765	0.209
huhuhuu	neutral	0.243	0.522	0.236
huhuhuh	negative	0.873	0.063	0.063
yesenia	positive	0.013	0.486	0.501
womens	neutral	0.064	0.655	0.281
overreacting	negative	0.964	0.028	0.008
bootleg	neutral	0.192	0.774	0.034
effin	negative	0.834	0.101	0.065
genuinely	positive	0.309	0.188	0.503
effen	negative	0.939	0.036	0.025
gezellig	neutral	0.373	0.492	0.135
effed	negative	0.65	0.292	0.058
thaanks	positive	0.03	0.198	0.773
enabler	negative	0.482	0.389	0.129
clases	neutral	0.364	0.537	0.099
enabled	neutral	0.144	0.785	0.072
enables	positive	0.038	0.348	0.614
@user48674	neutral	0.025	0.569	0.406
certain	neutral	0.13	0.776	0.094
rememba	positive	0.144	0.015	0.841
remembr	neutral	0.073	0.834	0.093
rememer	neutral	0.104	0.772	0.124
emirates	neutral	0.036	0.534	0.43
there´s	neutral	0.161	0.791	0.048
#followsunday	positive	0.026	0.307	0.667
stepbrothers	negative	0.45	0.428	0.122
drifter	neutral	0.338	0.657	0.005
config	neutral	0.098	0.835	0.067
succesfull	positive	0.083	0.06	0.857
semuaa	positive	0.063	0.203	0.733
butterflys	negative	0.836	0.132	0.031
dram	neutral	0.225	0.523	0.252
drag	negative	0.609	0.334	0.057
drat	negative	0.787	0.124	0.089
pacquiao	positive	0.197	0.264	0.539
dree	neutral	0.047	0.492	0.461
dred	neutral	0.433	0.522	0.046
drea	neutral	0.12	0.618	0.262
waterboy	neutral	0.28	0.56	0.16
thoses	negative	0.688	0.182	0.129
drew	neutral	0.23	0.45	0.32
vraagt	neutral	0.112	0.852	0.036
grabbed	negative	0.605	0.335	0.06
thosee	negative	0.646	0.192	0.162
#jedward	positive	0.284	0.313	0.403
clarke	neutral	0.245	0.626	0.129
clarks	neutral	0.005	0.568	0.427
cadillac	neutral	0.121	0.693	0.186
'tesco\'s'	neutral	0.044	0.799	0.157
quizz	negative	0.608	0.351	0.041
clocked	negative	0.511	0.381	0.108
drop	neutral	0.217	0.703	0.08
hotlanta	positive	0.086	0.405	0.509
@user703664	positive	0.191	0.371	0.439
drpd	neutral	0.281	0.571	0.148
drtd	neutral	0.243	0.476	0.281
#foursquare	neutral	0.29	0.626	0.085
@user48550	neutral	0.085	0.55	0.365
garret	neutral	0.029	0.665	0.305
druk	neutral	0.233	0.752	0.015
grabbin	neutral	0.261	0.563	0.176
conert	neutral	0.034	0.867	0.099
aguento	neutral	0.277	0.417	0.306
iwant	neutral	0.367	0.41	0.223
scenic	neutral	0.006	0.715	0.279
@user3860004	positive	0.052	0.172	0.776
omaha	neutral	0.166	0.487	0.348
quién	neutral	0.068	0.583	0.348
'oreo\'s'	neutral	0.341	0.527	0.131
@user375439	negative	0.355	0.31	0.335
sanchez	neutral	0.353	0.412	0.235
scenes	neutral	0.069	0.676	0.255
manning	neutral	0.179	0.507	0.313
dimple	neutral	0.325	0.515	0.16
berita	positive	0.163	0.382	0.455
monday	neutral	0.229	0.63	0.142
de-stress	neutral	0.012	0.649	0.338
dsds	neutral	0.39	0.413	0.197
kerrang	neutral	0.295	0.557	0.148
'welch\'s'	neutral	0.01	0.798	0.192
attending	neutral	0.09	0.568	0.342
peace&love	neutral	0.053	0.827	0.12
dslr	neutral	0.035	0.787	0.177
planing	neutral	0.141	0.688	0.171
taurus	negative	0.683	0.126	0.191
dsnt	negative	0.436	0.25	0.315
@user48866	positive	0.33	0.322	0.348
scents	neutral	0.075	0.644	0.281
ㅋㅋㅋ	positive	0.01	0.326	0.664
orelha	neutral	0.074	0.686	0.24
mistook	positive	0.134	0.417	0.449
carregar	neutral	0.305	0.512	0.183
moneey	negative	0.384	0.268	0.348
alweer	neutral	0.44	0.534	0.027
'cudn\'t'	negative	0.532	0.36	0.108
wheelers	neutral	0.189	0.8	0.011
#tennis	negative	0.496	0.407	0.097
pheancie	negative	0.62	0.033	0.347
@user546699	neutral	0	0.931	0.069
womack	positive	0.017	0.339	0.644
cristal	neutral	0.047	0.557	0.396
justinbieber	neutral	0.222	0.398	0.38
buckeyes	positive	0.179	0.326	0.495
heisman	positive	0.118	0.405	0.477
@user48744	positive	0.004	0.048	0.948
thermos	neutral	0.15	0.671	0.179
#westlife	neutral	0.34	0.482	0.178
asdfghjkl	negative	0.614	0.257	0.129
???????	neutral	0.281	0.504	0.215
adverts	neutral	0.287	0.57	0.143
clubbing	neutral	0.429	0.489	0.083
solving	positive	0.259	0.262	0.479
#happybdayaaliyah	positive	0.195	0.196	0.609
vragen	neutral	0.259	0.691	0.049
dentistry	neutral	0.353	0.479	0.168
moneyy	positive	0.203	0.38	0.417
'neighbour\'s'	negative	0.67	0.309	0.021
moneys	positive	0.258	0.255	0.486
quote	neutral	0.134	0.59	0.276
quorn	neutral	0.061	0.517	0.422
sideshow	neutral	0.033	0.596	0.371
authorities	positive	0.199	0.328	0.474
taskbar	neutral	0.085	0.873	0.042
womans	negative	0.505	0.222	0.273
dubz	neutral	0.05	0.837	0.114
dubs	neutral	0.125	0.825	0.05
duck	neutral	0.292	0.637	0.071
bergen	neutral	0.035	0.885	0.08
duay	neutral	0.044	0.696	0.261
duas	neutral	0.128	0.613	0.259
dubb	negative	0.756	0.237	0.006
dudu	positive	0.106	0.3	0.595
duel	negative	0.475	0.291	0.234
duda	neutral	0.068	0.885	0.047
dude	neutral	0.338	0.459	0.203
duff	neutral	0.136	0.649	0.216
duit	neutral	0.074	0.62	0.307
duin	neutral	0.141	0.539	0.32
duhh	positive	0.325	0.328	0.348
'family\'s'	neutral	0.284	0.375	0.341
always	positive	0.108	0.06	0.832
alwayz	positive	0.196	0.114	0.69
dump	negative	0.53	0.413	0.057
dumm	negative	0.85	0.126	0.024
